Actual Label,Predicted Label,Prob (Class 0 - Not Spam),Prob (Class 1 - Spam),,,,,,
0,0,0.7549062,0.24509381,,,,,,
0,0,0.95193005,0.048069984,,,,,,
0,1,0.28700215,0.71299785,,,,,,
0,0,0.9890269,0.010973096,,,,,,
0,1,0.3655371,0.6344629,,,,,,
0,1,0.29038113,0.70961887,,,,,,
0,1,0.258322,0.741678,,,,,,
0,1,0.3655371,0.6344629,,,,,,
1,1,0.33640552,0.6635945,,,,,,
0,1,0.33640552,0.6635945,,,,,,
0,0,0.99943346,0.000566523,,,,,,
0,0,0.64768517,0.3523148,,,,,,
1,1,0.3655371,0.6344629,,,,,,
0,0,0.99972457,0.000275461,,,,,,
1,1,0.16853344,0.83146656,,,,,,
0,0,0.9941372,0.005862759,,,,,,
0,1,0.36380988,0.6361901,,,,,,
1,1,0.16853344,0.83146656,,,,,,
0,0,0.9995999,0.000400147,,,,,,
0,1,0.33640552,0.6635945,,,,,,
0,0,0.72101665,0.27898332,,,,,,
0,1,0.2951452,0.7048548,,,,,,
0,0,0.98155195,0.018448083,,,,,,
0,1,0.3247462,0.6752538,,,,,,
0,0,0.5735851,0.4264149,,,,,,
0,1,0.2465198,0.7534802,,,,,,
0,1,0.4426549,0.5573451,,,,,,
0,0,0.9813461,0.018653924,,,,,,
0,1,0.28700215,0.71299785,,,,,,
0,0,0.73246735,0.26753265,,,,,,
0,0,0.9657334,0.034266613,,,,,,
0,1,0.3655371,0.6344629,,,,,,
0,0,0.9979184,0.002081576,,,,,,
0,1,0.3655371,0.6344629,,,,,,
0,1,0.3655371,0.6344629,,,,,,
0,1,0.36364144,0.63635856,,,,,,
0,0,0.99218243,0.00781759,,,,,,
1,1,0.37983924,0.62016076,,,,,,
0,1,0.21811646,0.78188354,,,,,,
0,1,0.34904188,0.6509581,,,,,,
1,1,0.33640552,0.6635945,,,,,,
1,1,0.3655371,0.6344629,,,,,,
0,0,0.9992436,0.00075641,,,,,,
0,1,0.38051003,0.61948997,,,,,,
0,1,0.37370676,0.62629324,,,,,,
0,0,0.9990678,0.000932193,,,,,,
0,0,0.6102359,0.38976404,,,,,,
0,1,0.16853344,0.83146656,,,,,,
0,1,0.33640552,0.6635945,,,,,,
0,1,0.36466736,0.63533264,,,,,,
0,0,0.97582656,0.024173455,,,,,,
0,1,0.3586433,0.6413567,,,,,,
0,0,0.9942896,0.005710443,,,,,,
0,0,0.99888194,0.001118088,,,,,,
0,1,0.3247462,0.6752538,,,,,,
0,0,0.98336697,0.016633056,,,,,,
0,1,0.33430046,0.66569954,,,,,,
0,1,0.29764193,0.70235807,,,,,,
0,1,0.33640552,0.6635945,,,,,,
0,1,0.37370676,0.62629324,,,,,,
0,1,0.21883887,0.7811611,,,,,,
0,0,0.98852533,0.011474664,,,,,,
0,0,0.99948025,0.000519754,,,,,,
0,0,0.99115855,0.008841445,,,,,,
0,1,0.36364144,0.63635856,,,,,,
0,0,0.9477234,0.052276634,,,,,,
0,1,0.37370676,0.62629324,,,,,,
1,1,0.3655371,0.6344629,,,,,,
0,0,0.8871209,0.112879105,,,,,,
0,1,0.26160234,0.73839766,,,,,,
0,1,0.30970663,0.6902934,,,,,,
0,0,0.8916434,0.10835661,,,,,,
0,0,0.9939753,0.006024689,,,,,,
0,1,0.3655371,0.6344629,,,,,,
0,1,0.36364144,0.63635856,,,,,,
0,1,0.3655371,0.6344629,,,,,,
0,1,0.29764193,0.70235807,,,,,,
0,0,0.98553044,0.014469543,,,,,,
1,1,0.36364144,0.63635856,,,,,,
0,1,0.34904188,0.6509581,,,,,,
0,1,0.36380988,0.6361901,,,,,,
0,0,0.9142007,0.08579927,,,,,,
0,1,0.3655371,0.6344629,,,,,,
0,0,0.9769669,0.023033075,,,,,,
0,1,0.442051,0.557949,,,,,,
0,0,0.7606535,0.23934649,,,,,,
0,1,0.34904188,0.6509581,,,,,,
0,0,0.98001283,0.019987188,,,,,,
0,0,0.88210744,0.11789257,,,,,,
0,0,0.5388427,0.46115735,,,,,,
0,0,0.8077541,0.19224592,,,,,,
0,1,0.36364144,0.63635856,,,,,,
1,1,0.36364144,0.63635856,,,,,,
0,1,0.4880222,0.5119778,,,,,,
1,1,0.28700215,0.71299785,,,,,,
0,0,0.9983358,0.001664243,,,,,,
0,1,0.36364144,0.63635856,,,,,,
0,0,0.9994763,0.000523671,,,,,,
0,1,0.34904188,0.6509581,,,,,,
0,0,0.99280834,0.007191639,,,,,,
0,1,0.346403,0.653597,,,,,,
0,0,0.93968755,0.060312424,,,,,,
0,0,0.9441047,0.055895302,,,,,,
0,0,0.9874785,0.01252148,,,,,,
0,1,0.3623193,0.6376807,,,,,,
1,1,0.3655371,0.6344629,,,,,,
1,1,0.3655371,0.6344629,,,,,,
0,0,0.8011185,0.19888148,,,,,,
0,1,0.31896907,0.6810309,,,,,,
0,1,0.3655371,0.6344629,,,,,,
0,0,0.9362333,0.0637667,,,,,,
1,1,0.3655371,0.6344629,,,,,,
0,0,0.9582895,0.0417105,,,,,,
1,0,0.8056423,0.1943577,,,,,,
1,1,0.3655371,0.6344629,,,,,,
0,1,0.37993956,0.62006044,,,,,,
0,0,0.64228714,0.3577129,,,,,,
0,1,0.2984985,0.7015015,,,,,,
0,1,0.36364144,0.63635856,,,,,,
1,0,0.7134985,0.28650156,,,,,,
0,0,0.9810154,0.018984638,,,,,,
0,1,0.27057815,0.72942185,,,,,,
0,0,0.85331446,0.14668553,,,,,,
0,1,0.33640552,0.6635945,,,,,,
0,0,0.9995073,0.000492703,,,,,,
0,0,0.99760944,0.002390584,,,,,,
0,0,0.7354784,0.2645216,,,,,,
0,1,0.36364144,0.63635856,,,,,,
1,1,0.21090424,0.78909576,,,,,,
0,0,0.9949117,0.005088325,,,,,,
0,0,0.5630572,0.43694282,,,,,,
0,0,0.9696979,0.030302126,,,,,,
1,1,0.36364144,0.63635856,,,,,,
0,1,0.36364144,0.63635856,,,,,,
1,1,0.36364144,0.63635856,,,,,,
0,1,0.36364144,0.63635856,,,,,,
0,1,0.37370676,0.62629324,,,,,,
0,0,0.99765444,0.002345551,,,,,,
0,1,0.21090424,0.78909576,,,,,,
0,0,0.99906313,0.000936892,,,,,,
0,1,0.34904188,0.6509581,,,,,,
1,1,0.09023827,0.9097617,,,,,,
0,1,0.37370676,0.62629324,,,,,,
0,0,0.5402794,0.45972058,,,,,,
1,1,0.36364144,0.63635856,,,,,,
0,0,0.8891194,0.11088062,,,,,,
0,1,0.36364144,0.63635856,,,,,,
0,1,0.31705308,0.6829469,,,,,,
0,0,0.9993963,0.000603704,,,,,,
0,0,0.7935614,0.2064386,,,,,,
0,1,0.28800178,0.7119982,,,,,,
0,0,0.99843043,0.001569553,,,,,,
0,0,0.99986047,0.000139556,,,,,,
0,1,0.3655371,0.6344629,,,,,,
0,0,0.99901086,0.000989153,,,,,,
0,0,0.9961597,0.003840323,,,,,,
0,0,0.97479546,0.025204528,,,,,,
0,1,0.2465198,0.7534802,,,,,,
0,1,0.36364144,0.63635856,,,,,,
0,1,0.37370676,0.62629324,,,,,,
0,1,0.38186914,0.61813086,,,,,,
0,1,0.3655371,0.6344629,,,,,,
0,0,0.9989116,0.001088375,,,,,,
0,0,0.67495465,0.32504538,,,,,,
0,1,0.36364144,0.63635856,,,,,,
0,1,0.36364144,0.63635856,,,,,,
0,1,0.37370676,0.62629324,,,,,,
0,1,0.33430046,0.66569954,,,,,,
0,1,0.37370676,0.62629324,,,,,,
0,1,0.33640552,0.6635945,,,,,,
0,1,0.22981727,0.7701827,,,,,,
0,1,0.28700215,0.71299785,,,,,,
0,0,0.9978154,0.002184657,,,,,,
0,0,0.9120431,0.08795688,,,,,,
0,0,0.56288755,0.43711242,,,,,,
0,0,0.9987873,0.001212691,,,,,,
0,1,0.36364144,0.63635856,,,,,,
0,1,0.37370676,0.62629324,,,,,,
0,0,0.81057125,0.18942873,,,,,,
1,1,0.2179923,0.7820077,,,,,,
1,1,0.36364144,0.63635856,,,,,,
1,1,0.2984985,0.7015015,,,,,,
0,0,0.9397965,0.060203485,,,,,,
0,1,0.37370676,0.62629324,,,,,,
0,1,0.34904188,0.6509581,,,,,,
0,0,0.94949883,0.050501194,,,,,,
0,1,0.3247462,0.6752538,,,,,,
1,0,0.901682,0.09831799,,,,,,
1,1,0.3655371,0.6344629,,,,,,
0,0,0.946478,0.05352199,,,,,,
0,1,0.36364144,0.63635856,,,,,,
1,1,0.2494995,0.7505005,,,,,,
1,1,0.36364144,0.63635856,,,,,,
0,0,0.99440473,0.005595245,,,,,,
0,0,0.9987504,0.001249586,,,,,,
0,0,0.7622459,0.23775414,,,,,,
0,0,0.9920354,0.00796462,,,,,,
0,0,0.9966917,0.003308304,,,,,,
0,1,0.2984985,0.7015015,,,,,,
0,0,0.9685775,0.03142252,,,,,,
0,0,0.9647055,0.035294462,,,,,,
0,0,0.999224,0.000776018,,,,,,
0,0,0.6331383,0.3668617,,,,,,
0,0,0.9592989,0.040701114,,,,,,
0,1,0.36364144,0.63635856,,,,,,
0,1,0.24757469,0.7524253,,,,,,
0,0,0.99890673,0.001093254,,,,,,
1,1,0.2984985,0.7015015,,,,,,
0,1,0.37370676,0.62629324,,,,,,
0,0,0.9946741,0.005325884,,,,,,
0,0,0.8643947,0.13560528,,,,,,
0,0,0.99694484,0.003055184,,,,,,
0,0,0.9995157,0.000484275,,,,,,
0,0,0.989518,0.010482011,,,,,,
0,1,0.3655371,0.6344629,,,,,,
0,1,0.34920722,0.6507928,,,,,,
1,1,0.3655371,0.6344629,,,,,,
1,1,0.33640552,0.6635945,,,,,,
0,0,0.9527455,0.047254477,,,,,,
0,0,0.96838075,0.03161924,,,,,,
0,1,0.36364144,0.63635856,,,,,,
0,0,0.9844472,0.015552823,,,,,,
0,1,0.2179923,0.7820077,,,,,,
1,1,0.2984985,0.7015015,,,,,,
0,1,0.3655371,0.6344629,,,,,,
0,1,0.34904188,0.6509581,,,,,,
0,0,0.9963332,0.003666833,,,,,,
1,1,0.19165093,0.8083491,,,,,,
0,1,0.33640552,0.6635945,,,,,,
0,1,0.33640552,0.6635945,,,,,,
0,1,0.36364144,0.63635856,,,,,,
0,0,0.7604605,0.23953949,,,,,,
1,1,0.37370676,0.62629324,,,,,,
0,1,0.3655371,0.6344629,,,,,,
1,1,0.36364144,0.63635856,,,,,,
1,1,0.33640552,0.6635945,,,,,,
1,1,0.36364144,0.63635856,,,,,,
0,1,0.36364144,0.63635856,,,,,,
0,0,0.99961025,0.000389756,,,,,,
0,0,0.9993315,0.000668555,,,,,,
0,0,0.9998016,0.000198451,,,,,,
0,0,0.9986415,0.001358517,,,,,,
0,1,0.36364144,0.63635856,,,,,,
0,1,0.37370676,0.62629324,,,,,,
0,1,0.36364144,0.63635856,,,,,,
1,1,0.2984985,0.7015015,,,,,,
0,0,0.99942595,0.000574051,,,,,,
0,0,0.9817406,0.018259423,,,,,,
0,0,0.9656002,0.0343998,,,,,,
0,0,0.9875816,0.012418415,,,,,,
0,1,0.3247462,0.6752538,,,,,,
0,0,0.8590814,0.14091861,,,,,,
0,1,0.33640552,0.6635945,,,,,,
0,0,0.76147056,0.23852946,,,,,,
0,1,0.33640552,0.6635945,,,,,,
0,0,0.99938667,0.000613342,,,,,,
0,0,0.97270447,0.02729553,,,,,,
0,0,0.97193325,0.028066734,,,,,,
0,1,0.2984985,0.7015015,,,,,,
0,1,0.2179923,0.7820077,,,,,,
0,1,0.36364144,0.63635856,,,,,,
0,0,0.8938439,0.106156126,,,,,,
0,0,0.9993333,0.000666675,,,,,,
0,1,0.36364144,0.63635856,,,,,,
0,1,0.33640552,0.6635945,,,,,,
0,0,0.9982871,0.001712906,,,,,,
0,1,0.16853344,0.83146656,,,,,,
0,1,0.3655371,0.6344629,,,,,,
0,0,0.98382926,0.016170714,,,,,,
0,1,0.23262393,0.76737607,,,,,,
0,1,0.2984985,0.7015015,,,,,,
0,1,0.31896907,0.6810309,,,,,,
1,1,0.3655371,0.6344629,,,,,,
0,1,0.36364144,0.63635856,,,,,,
0,1,0.37370676,0.62629324,,,,,,
0,0,0.99526024,0.004739755,,,,,,
0,1,0.37370676,0.62629324,,,,,,
0,0,0.8069994,0.19300061,,,,,,
0,1,0.22905421,0.7709458,,,,,,
1,1,0.028405964,0.97159404,,,,,,
0,0,0.97734976,0.022650218,,,,,,
0,0,0.9670211,0.032978907,,,,,,
0,1,0.2179923,0.7820077,,,,,,
1,1,0.3655371,0.6344629,,,,,,
0,0,0.7314549,0.2685451,,,,,,
0,0,0.99878395,0.001216057,,,,,,
0,0,0.8586312,0.14136882,,,,,,
0,1,0.3247462,0.6752538,,,,,,
0,0,0.9143268,0.08567321,,,,,,
0,0,0.93485725,0.06514278,,,,,,
0,1,0.34904188,0.6509581,,,,,,
0,0,0.9992738,0.000726206,,,,,,
0,1,0.17321533,0.8267847,,,,,,
0,1,0.2581826,0.7418174,,,,,,
0,0,0.94835347,0.051646505,,,,,,
0,1,0.36364144,0.63635856,,,,,,
0,1,0.31896907,0.6810309,,,,,,
0,0,0.9958018,0.004198205,,,,,,
1,1,0.052524626,0.9474754,,,,,,
0,0,0.91184115,0.08815884,,,,,,
0,1,0.3655371,0.6344629,,,,,,
0,1,0.26372904,0.73627096,,,,,,
0,0,0.6621374,0.3378626,,,,,,
0,0,0.92374605,0.07625393,,,,,,
0,0,0.6836511,0.3163489,,,,,,
0,1,0.3655371,0.6344629,,,,,,
0,1,0.3655371,0.6344629,,,,,,
0,1,0.33640552,0.6635945,,,,,,
0,1,0.3247462,0.6752538,,,,,,
0,0,0.9993758,0.000624155,,,,,,
1,1,0.37370676,0.62629324,,,,,,
0,1,0.3655371,0.6344629,,,,,,
0,0,0.9668419,0.033158142,,,,,,
0,0,0.99612236,0.003877634,,,,,,
1,1,0.3655371,0.6344629,,,,,,
0,0,0.9952872,0.004712797,,,,,,
0,1,0.36364144,0.63635856,,,,,,
0,0,0.96701443,0.03298559,,,,,,
0,0,0.9963241,0.003675899,,,,,,
0,0,0.9961821,0.003817893,,,,,,
1,1,0.2179923,0.7820077,,,,,,
0,1,0.34904188,0.6509581,,,,,,
1,1,0.3655371,0.6344629,,,,,,
0,0,0.9932955,0.006704501,,,,,,
0,0,0.96901536,0.030984625,,,,,,
0,0,0.5009495,0.49905053,,,,,,
0,1,0.3655371,0.6344629,,,,,,
0,0,0.99692,0.003080025,,,,,,
1,1,0.36364144,0.63635856,,,,,,
0,1,0.27238798,0.727612,,,,,,
0,0,0.9440225,0.055977505,,,,,,
0,0,0.80058795,0.19941203,,,,,,
0,1,0.3655371,0.6344629,,,,,,
0,1,0.33430046,0.66569954,,,,,,
0,1,0.3655371,0.6344629,,,,,,
0,1,0.3655371,0.6344629,,,,,,
0,0,0.79470044,0.20529954,,,,,,
0,0,0.99606395,0.003936046,,,,,,
0,1,0.17765564,0.82234436,,,,,,
0,0,0.9611862,0.03881386,,,,,,
1,1,0.34904188,0.6509581,,,,,,
0,0,0.9992988,0.000701211,,,,,,
0,1,0.3655371,0.6344629,,,,,,
1,1,0.16995841,0.8300416,,,,,,
0,0,0.9955883,0.004411705,,,,,,
0,0,0.9997657,0.000234298,,,,,,
0,0,0.7743228,0.2256772,,,,,,
0,1,0.28303957,0.71696043,,,,,,
0,1,0.3655371,0.6344629,,,,,,
0,0,0.9998712,0.000128781,,,,,,
0,0,0.99983865,0.000161331,,,,,,
0,1,0.3247462,0.6752538,,,,,,
0,1,0.3655371,0.6344629,,,,,,
0,1,0.3247462,0.6752538,,,,,,
1,1,0.33640552,0.6635945,,,,,,
0,1,0.2984985,0.7015015,,,,,,
0,0,0.74118996,0.25881007,,,,,,
0,1,0.2179923,0.7820077,,,,,,
0,0,0.9988659,0.001134101,,,,,,
0,0,0.9998719,0.000128089,,,,,,
1,1,0.36364144,0.63635856,,,,,,
0,0,0.98173237,0.01826762,,,,,,
0,0,0.9950213,0.004978697,,,,,,
0,1,0.36364144,0.63635856,,,,,,
0,1,0.3655371,0.6344629,,,,,,
0,0,0.6021688,0.39783123,,,,,,
0,0,0.9456625,0.054337513,,,,,,
0,1,0.3655371,0.6344629,,,,,,
0,1,0.3655371,0.6344629,,,,,,
0,1,0.37472433,0.6252757,,,,,,
0,0,0.86096084,0.13903917,,,,,,
0,1,0.31896907,0.6810309,,,,,,
1,1,0.3655371,0.6344629,,,,,,
0,1,0.2465198,0.7534802,,,,,,
0,0,0.97626156,0.023738464,,,,,,
0,0,0.984464,0.015536039,,,,,,
0,0,0.9997072,0.00029275,,,,,,
0,1,0.35816705,0.64183295,,,,,,
0,1,0.34904188,0.6509581,,,,,,
0,1,0.3655371,0.6344629,,,,,,
1,1,0.12774938,0.8722506,,,,,,
0,1,0.17321533,0.8267847,,,,,,
0,0,0.9864433,0.013556735,,,,,,
0,0,0.99889654,0.001103462,,,,,,
0,1,0.36364144,0.63635856,,,,,,
0,0,0.792906,0.20709401,,,,,,
0,0,0.9998613,0.0001387,,,,,,
0,1,0.2984985,0.7015015,,,,,,
0,1,0.33640552,0.6635945,,,,,,
0,0,0.93795586,0.062044155,,,,,,
0,1,0.3247462,0.6752538,,,,,,
0,0,0.9906969,0.009303093,,,,,,
1,1,0.3655371,0.6344629,,,,,,
0,0,0.9994023,0.000597735,,,,,,
0,0,0.9987911,0.001208913,,,,,,
0,0,0.9996683,0.000331721,,,,,,
0,0,0.9913041,0.008695903,,,,,,
0,0,0.99224705,0.007752962,,,,,,
0,1,0.3655371,0.6344629,,,,,,
1,1,0.3655371,0.6344629,,,,,,
1,1,0.33640552,0.6635945,,,,,,
0,0,0.7864833,0.21351674,,,,,,
0,0,0.98809,0.011910044,,,,,,
0,0,0.70327,0.29672998,,,,,,
0,1,0.36364144,0.63635856,,,,,,
0,0,0.99959,0.000410017,,,,,,
0,0,0.64755297,0.35244703,,,,,,
1,1,0.412584,0.587416,,,,,,
0,0,0.96674275,0.033257257,,,,,,
0,1,0.33640552,0.6635945,,,,,,
0,0,0.8598379,0.1401621,,,,,,
0,1,0.2179923,0.7820077,,,,,,
0,1,0.23873025,0.76126975,,,,,,
0,0,0.7483531,0.25164688,,,,,,
0,1,0.33640552,0.6635945,,,,,,
1,0,0.96681714,0.03318286,,,,,,
0,0,0.99882805,0.001171953,,,,,,
1,1,0.3655371,0.6344629,,,,,,
0,1,0.23873025,0.76126975,,,,,,
0,1,0.3655371,0.6344629,,,,,,
0,0,0.8138796,0.18612036,,,,,,
0,0,0.99715126,0.002848763,,,,,,
0,1,0.36380988,0.6361901,,,,,,
0,0,0.9786564,0.021343585,,,,,,
1,1,0.3655371,0.6344629,,,,,,
0,1,0.2984985,0.7015015,,,,,,
0,1,0.36364144,0.63635856,,,,,,
0,0,0.93257403,0.06742595,,,,,,
0,0,0.9857712,0.014228812,,,,,,
0,1,0.33640552,0.6635945,,,,,,
0,1,0.3655371,0.6344629,,,,,,
0,1,0.3655371,0.6344629,,,,,,
0,1,0.3247462,0.6752538,,,,,,
0,0,0.99937046,0.000629546,,,,,,
0,1,0.31896907,0.6810309,,,,,,
0,0,0.8334003,0.16659968,,,,,,
1,0,0.9353812,0.06461881,,,,,,
0,0,0.9988854,0.00111463,,,,,,
0,0,0.9260657,0.07393433,,,,,,
1,1,0.17321533,0.8267847,,,,,,
0,0,0.7484317,0.25156835,,,,,,
0,0,0.95697033,0.04302968,,,,,,
1,1,0.3655371,0.6344629,,,,,,
0,1,0.36466736,0.63533264,,,,,,
0,0,0.99214315,0.00785687,,,,,,
0,0,0.99326825,0.006731719,,,,,,
0,1,0.3247462,0.6752538,,,,,,
0,1,0.2984985,0.7015015,,,,,,
0,0,0.88789773,0.11210228,,,,,,
0,0,0.96528316,0.034716837,,,,,,
1,1,0.36466736,0.63533264,,,,,,
1,1,0.3655371,0.6344629,,,,,,
0,0,0.9601813,0.039818726,,,,,,
0,0,0.99921703,0.000782995,,,,,,
1,1,0.33640552,0.6635945,,,,,,
1,1,0.21090424,0.78909576,,,,,,
0,1,0.17321533,0.8267847,,,,,,
0,0,0.7371771,0.26282293,,,,,,
1,1,0.33640552,0.6635945,,,,,,
0,0,0.98798084,0.01201918,,,,,,
0,0,0.99978805,0.00021198,,,,,,
0,0,0.99913806,0.000861944,,,,,,
0,1,0.33640552,0.6635945,,,,,,
0,1,0.3247462,0.6752538,,,,,,
0,1,0.33640552,0.6635945,,,,,,
0,0,0.94380623,0.056193784,,,,,,
0,1,0.37370676,0.62629324,,,,,,
0,0,0.99985194,0.000148065,,,,,,
0,0,0.6898937,0.31010628,,,,,,
0,1,0.37370676,0.62629324,,,,,,
0,1,0.2984985,0.7015015,,,,,,
0,0,0.99979293,0.000207063,,,,,,
0,0,0.9997712,0.000228802,,,,,,
0,1,0.33640552,0.6635945,,,,,,
0,0,0.9178195,0.082180485,,,,,,
0,0,0.9974543,0.002545723,,,,,,
0,1,0.33640552,0.6635945,,,,,,
0,1,0.4106583,0.5893417,,,,,,
0,1,0.19856489,0.8014351,,,,,,
0,1,0.36364144,0.63635856,,,,,,
0,0,0.97492397,0.025076011,,,,,,
0,1,0.37370676,0.62629324,,,,,,
0,0,0.8818669,0.11813311,,,,,,
0,1,0.3655371,0.6344629,,,,,,
0,1,0.28700215,0.71299785,,,,,,
0,0,0.9956948,0.004305208,,,,,,
1,1,0.33640552,0.6635945,,,,,,
1,1,0.3655371,0.6344629,,,,,,
1,1,0.2646389,0.7353611,,,,,,
0,1,0.34445655,0.65554345,,,,,,
0,1,0.36364144,0.63635856,,,,,,
1,1,0.3655371,0.6344629,,,,,,
0,0,0.99846333,0.001536675,,,,,,
0,0,0.99805945,0.001940535,,,,,,
0,0,0.9990494,0.00095058,,,,,,
1,0,0.68824255,0.31175742,,,,,,
0,1,0.36364144,0.63635856,,,,,,
1,1,0.37370676,0.62629324,,,,,,
0,1,0.3655371,0.6344629,,,,,,
0,0,0.79701096,0.20298904,,,,,,
0,0,0.9906564,0.009343643,,,,,,
1,1,0.4528945,0.5471055,,,,,,
0,0,0.9928143,0.007185673,,,,,,
0,0,0.9996044,0.000395613,,,,,,
0,1,0.37370676,0.62629324,,,,,,
0,1,0.36364144,0.63635856,,,,,,
1,1,0.3247462,0.6752538,,,,,,
0,0,0.9997278,0.000272205,,,,,,
0,0,0.87867296,0.12132704,,,,,,
0,0,0.94444406,0.055555955,,,,,,
0,0,0.715553,0.284447,,,,,,
0,0,0.60129094,0.39870903,,,,,,
0,0,0.9859641,0.014035859,,,,,,
0,0,0.6992408,0.3007592,,,,,,
0,1,0.3655371,0.6344629,,,,,,
0,1,0.10854763,0.8914524,,,,,,
1,1,0.34904188,0.6509581,,,,,,
0,1,0.48157823,0.51842177,,,,,,
0,0,0.9916526,0.008347387,,,,,,
0,1,0.2179923,0.7820077,,,,,,
0,0,0.7856512,0.21434882,,,,,,
0,1,0.3655371,0.6344629,,,,,,
1,1,0.33640552,0.6635945,,,,,,
0,0,0.99692214,0.003077879,,,,,,
0,1,0.36364144,0.63635856,,,,,,
0,1,0.3655371,0.6344629,,,,,,
0,0,0.7513458,0.24865417,,,,,,
0,1,0.33640552,0.6635945,,,,,,
0,0,0.8168752,0.18312475,,,,,,
0,0,0.984544,0.015456006,,,,,,
0,0,0.90637785,0.09362213,,,,,,
1,1,0.28485632,0.7151437,,,,,,
0,0,0.9777498,0.022250202,,,,,,
0,0,0.9986584,0.00134161,,,,,,
0,1,0.3655371,0.6344629,,,,,,
0,0,0.9458274,0.054172594,,,,,,
0,0,0.99766856,0.002331443,,,,,,
0,1,0.3655371,0.6344629,,,,,,
0,1,0.3655371,0.6344629,,,,,,
0,0,0.9636507,0.036349304,,,,,,
0,0,0.97935027,0.020649724,,,,,,
0,1,0.23873025,0.76126975,,,,,,
0,0,0.88107264,0.11892739,,,,,,
0,0,0.9998435,0.000156538,,,,,,
0,0,0.98322284,0.016777175,,,,,,
1,1,0.34904188,0.6509581,,,,,,
0,0,0.802099,0.19790104,,,,,,
0,0,0.98938954,0.010610441,,,,,,
0,0,0.97368884,0.026311185,,,,,,
0,1,0.2179923,0.7820077,,,,,,
0,1,0.23780817,0.76219183,,,,,,
0,0,0.9993625,0.000637479,,,,,,
0,1,0.3247462,0.6752538,,,,,,
0,0,0.9178479,0.08215215,,,,,,
0,1,0.3655371,0.6344629,,,,,,
0,0,0.9989701,0.001029923,,,,,,
0,0,0.9992388,0.000761231,,,,,,
0,1,0.3967942,0.6032058,,,,,,
0,1,0.36364144,0.63635856,,,,,,
0,0,0.9937984,0.006201645,,,,,,
1,1,0.46295786,0.53704214,,,,,,
0,0,0.9950861,0.0049139,,,,,,
0,1,0.3655371,0.6344629,,,,,,
0,0,0.90663314,0.093366854,,,,,,
0,1,0.36364144,0.63635856,,,,,,
0,1,0.36364144,0.63635856,,,,,,
0,0,0.99300075,0.006999247,,,,,,
0,0,0.97698134,0.023018684,,,,,,
0,0,0.97852457,0.021475451,,,,,,
0,0,0.9968532,0.003146817,,,,,,
0,0,0.9998023,0.000197698,,,,,,
0,0,0.99177134,0.008228643,,,,,,
0,1,0.37370676,0.62629324,,,,,,
1,1,0.21090424,0.78909576,,,,,,
0,0,0.9904571,0.009542903,,,,,,
0,0,0.9977466,0.002253406,,,,,,
0,0,0.93836683,0.061633185,,,,,,
0,0,0.9988283,0.001171703,,,,,,
0,0,0.8043065,0.1956935,,,,,,
0,1,0.37370676,0.62629324,,,,,,
0,0,0.83677197,0.16322806,,,,,,
0,0,0.99884915,0.001150858,,,,,,
0,1,0.28700215,0.71299785,,,,,,
0,0,0.93438345,0.06561654,,,,,,
0,1,0.36364144,0.63635856,,,,,,
0,1,0.3655371,0.6344629,,,,,,
0,0,0.9976456,0.002354358,,,,,,
0,1,0.17279923,0.8272008,,,,,,
0,1,0.3515938,0.6484062,,,,,,
0,0,0.9881276,0.011872432,,,,,,
0,0,0.99666095,0.003339073,,,,,,
0,0,0.9961651,0.003834904,,,,,,
0,0,0.99124503,0.008754968,,,,,,
0,0,0.9998954,0.000104628,,,,,,
0,1,0.3655371,0.6344629,,,,,,
0,0,0.7923842,0.2076158,,,,,,
0,1,0.2179923,0.7820077,,,,,,
0,0,0.76092917,0.23907085,,,,,,
0,0,0.9964245,0.0035755,,,,,,
0,1,0.3655371,0.6344629,,,,,,
0,1,0.37370676,0.62629324,,,,,,
0,0,0.9994995,0.000500486,,,,,,
0,0,0.9976212,0.002378842,,,,,,
0,0,0.9963137,0.003686296,,,,,,
0,1,0.36380988,0.6361901,,,,,,
0,1,0.34920722,0.6507928,,,,,,
0,1,0.36364144,0.63635856,,,,,,
0,0,0.9383468,0.061653197,,,,,,
0,1,0.3655371,0.6344629,,,,,,
1,1,0.36364144,0.63635856,,,,,,
0,0,0.99918085,0.000819175,,,,,,
0,0,0.9899635,0.010036518,,,,,,
0,0,0.96388316,0.03611682,,,,,,
1,1,0.23667753,0.7633225,,,,,,
0,1,0.31144643,0.6885536,,,,,,
0,1,0.37370676,0.62629324,,,,,,
0,1,0.36364144,0.63635856,,,,,,
0,1,0.33640552,0.6635945,,,,,,
0,0,0.9993321,0.000667926,,,,,,
0,0,0.9885014,0.011498569,,,,,,
0,0,0.9649759,0.03502409,,,,,,
0,0,0.8436624,0.1563376,,,,,,
0,0,0.99971634,0.000283685,,,,,,
0,1,0.33640552,0.6635945,,,,,,
1,1,0.2984985,0.7015015,,,,,,
0,1,0.2687443,0.7312557,,,,,,
1,1,0.3655371,0.6344629,,,,,,
0,0,0.99743736,0.002562666,,,,,,
0,1,0.34904188,0.6509581,,,,,,
0,0,0.9961887,0.003811314,,,,,,
0,0,0.98911583,0.01088415,,,,,,
0,1,0.2179923,0.7820077,,,,,,
0,0,0.94306785,0.056932155,,,,,,
0,0,0.93641186,0.06358812,,,,,,
1,1,0.3247462,0.6752538,,,,,,
